"Topic","Label","DisambiguatedLabel","Definition","OriginalDefinition","Comment","Namespace","TermBasis","TermGroup","HappinessIndex","SeeAlso","Example","DateCreated","LastModified","Type","PreviousVersion","Contributor","Creator","Coverage","Domain","Range","FieldType","FieldSize","FieldValue","FieldTooltip","FieldAttributes","SameAs","Equivalent","META:CREATEINFO.author","META:CREATEINFO.date","info.author","info.date","info.version","parent.name","preferences[name='PERM_ID_MD5'].value"
"TaxonProfile/Definitions.SPRAT_Occurrence","Occurrence","","The extent of occurrence (in km2) for the species, explanation of how it was calculated and datasets used.","What is the extent of occurrence (in km2) for the species (described in Attachment A); explain how it was calculated and datasets used. a.What is the current extent of occurrence?<br/>b.What data are there to indicate past declines in extent of occurrence (if available, include data that indicates the percentage decline over the past 10 years or 3 generations whichever is longer)?<br/>c.What data are there to indicate future changes in extent of occurrence (if available, include data that indicates the percentage decline over 10 years or 3 generations whichever is longer (up to a maximum of 100 years in the future) where the time period is a continuous period that may include a component of the past)?","","SPRAT","","Ecology","3","Extent of occurrence<br/>Extent of occurrence is defined as the area contained within the shortest continuous imaginary boundary which can be drawn to encompass all the known, inferred or projected sites of present occurrence of a taxon, excluding cases of vagrancy (see Figure 1). This measure may exclude discontinuities or disjunctions within the overall distributions of taxa (e.g. large areas of obviously unsuitable habitat) (but see 'area of occupancy', point 10 below). Extent of occurrence can often be measured by a minimum convex polygon (the smallest polygon in which no internal angle exceeds 180 degrees and which contains all the sites of occurrence). ","a). 400m2<br/>b) Anecdotal declines are indicated due to the close proximity of roadside (immediate habitat on roadside cutting), historical habitat clearance (pine plantations in vicinity), and quarry.<br/>c). Recent surveys indicate slight decline, however drought may influence this finding.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1283485777","BaseUserMapping_333","1304790291","4","SPRAT","852e2168883f30f30834dde4c5ab099f"
"TaxonProfile/Definitions.SPRAT_PopulationSize","Population Size","","The species' total population size in terms of number of mature individuals, the reliability of the population estimates and how the estimates were derived. Explain other useful measures of population size.","What is the species' total population size in terms of number of mature individuals? How were population estimates derived and are they reliable? Are there other useful measures of population size and what are they? ","In the absence of figures, terms such as common, abundant, scarce can be of value.","SPRAT","","Ecology","2","","To be sourced or created.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284524770","BaseUserMapping_333","1304790291","2","SPRAT","47261085a1c8899176ed2711b443fadf"
"TaxonProfile/Definitions.SPRAT_PopulationTrend","Population Trend","","The past and future population trends for the entire species.","a.What data are there to indicate past decline in size (if available, include data on rate of decline over past 10 years or 3 generations whichever is longer)?<br/>a.What data are there to indicate future changes in size (if available, include data which will indicate the percentage of decline over 10 years or 3 generations whichever in longer (up to a maximum of 100 years in the future) where the time period is a continuous period that may include a component of the past)?","","SPRAT","","Ecology","2","","a)Anecdotal only indicative of past decline<br/>b)Without further habitat loss, expected trend is neutral to minor decline.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284526954","BaseUserMapping_333","1304790292","3","SPRAT","2c82857c6d1c84b49d7cbe66dd8f0704"
"TaxonProfile/Definitions.SPRAT_Populations","Populations","Local Populations","The locations of other populations: captive/propagated populations; populations recently re-introduced to the wild; and sites for proposed population re-introductions. ","Give locations of other populations: captive/propagated populations; populations recently re-introduced to the wild; and sites for proposed population re-introductions. Note if these sites have been identified in recovery plans.","Indicate which of these sites have been identified in recovery plans.","SPRAT","","Distribution","4","SPRAT:GlobalPopulations","No other sites or populations known.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284444945","BaseUserMapping_333","1304790292","2","SPRAT","b030c55acc91b537a03fe5b93603c916"
"TaxonProfile/Definitions.SPRAT_PopulationsInReserve","Populations In Reserve","Managed Populations","Which populations are in reserve systems? Which of these are actively managed for this species? Give details.","Which populations are in reserve systems? Which of these are actively managed for this species? Give details.","","SPRAT","","Distribution","3","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284527708","BaseUserMapping_333","1304790292","3","SPRAT","54e5109d53bbfd4ecc892c14070afc49"
"TaxonProfile/Definitions.SPRAT_QuantitativeMeasuresOrModels","Quantitative Measures or Models","","Explaination of any quantitative measures or models that address the probability of the species' extinction in the wild over a particular timeframe.","Identify and explain any quantitative measures or models that address the probability of the species' extinction in the wild over a particular timeframe.","Write or source an example.","SPRAT","","Ecology","4","","None","","","","","","","","","","richtext","","","","","","","PaulAlexander","1285035710","BaseUserMapping_333","1304790292","3","SPRAT","677661c7b20b7b02c6f40806b175a86a"
"TaxonProfile/Definitions.SPRAT_ReferenceList","Reference List","","key documentation/references used in the nomination","Please provide copies of key documentation/references used in the nomination","","SPRAT","","Citations","4","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1285037032","BaseUserMapping_333","1304790293","2","SPRAT","c6149fd0210822e0f2423e96315df44b"
"TaxonProfile/Definitions.SPRAT_References","References","","References to listings on an annex or appendix under other legislation or intergovernmental arrangements not mentioned in EPBCAct:ConservationStatus.","Does the species have specific protection (e.g. listed on an annex or appendix) under other legislation or intergovernmental arrangements, e.g. Convention on International Trade in Endangered Fauna and Flora (!CITES), Convention on Migratory Species (!CMS).","should create example","SPRAT","","Citations","4","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1283484670","BaseUserMapping_333","1304790293","3","SPRAT","46400db3501da6fa807e20c36976df57"
"TaxonProfile/Definitions.SPRAT_RefugeHabitat","Refuge Habitat","","Describe the use of refuge habitat in times of fire, drought or flood.","Does the species use refuge habitat, e.g. in times of fire, drought or flood? Describe this habitat.","","SPRAT","","Ecology","4","","'N/A'","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284528175","BaseUserMapping_333","1304790293","2","SPRAT","fb4372e2de3bcff496083e372a8495de"
"TaxonProfile/Definitions.SPRAT_Reproduction","Reproduction","","","When does the species flower and set fruit? What conditions are needed for this? What is the pollinating mechanism? If the species is capable of vegetative reproduction, a description of how this occurs, the conditions needed and when. Does the species require a disturbance regime (e.g. fire, cleared ground) in order to reproduce?<br/>For animals: provide overview of breeding system and of breeding success, including: when does it breed; what conditions are needed for breeding; are there any breeding behaviours that may make it vulnerable to a threatening process?","","SPRAT","","Biology","1","","Flower &#8211; late Sept &#8211; October (season dependent_<br/>Fruit (pod development and dehisce) &#8211; Oct - November (season dependent)<br/>\r\nPollinator Mechanism: Likely to be a specific species of Thynnid Wasp.  Without wasp presence plants remain un fertilised &#8211; ie no pod/seed production)<br/>Arachnorchis (in SE Aust.) generally does not reproduce vegetatively.<br/>Disturbance Regime requirements:  Not known.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284526460","BaseUserMapping_333","1304790293","2","SPRAT","490cf1415a3442458f09d7084292368f"
"TaxonProfile/Definitions.SPRAT_Sighting","Sighting","Sighting or collection","Details of the most recent known collection, or authenticated sighting of the extinct species and whether additional populations are likely to exist.","For species nominated as extinct or extinct in the wild, please provide details of the most recent known collection, or authenticated sighting of the species and whether additional populations are likely to exist.","Create example","SPRAT","","Knowledge","2","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284509071","BaseUserMapping_333","1304790294","4","SPRAT","8715098da584110254c981f2f3ddd863"
"TaxonProfile/Definitions.SPRAT_SpeciesAcceptance","Species acceptance","","If the species is not conventionally accepted explain why. ","Is this species conventionally accepted? If not, explain why. Is there any controversy about the taxonomy?","Possibly TermGroup:Status, TermGroup:Citation.\r\nSpecies Authority.","SPRAT","","Nomenclature","3","","Yes this species conventionally accepted.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1283481516","BaseUserMapping_333","1304790294","5","SPRAT","16ece79de4d3ed528f3803ef6e189c60"
"TaxonProfile/Definitions.SPRAT_SpecificProtection","Specific Protection","","the species has specific protection (e.g. listed on an annex or appendix) under other legislation or intergovernmental arrangements, e.g. Convention on International Trade in Endangered Fauna and Flora (!CITES), Convention on Migratory Species (!CMS).","the species have specific protection (e.g. listed on an annex or appendix) under other legislation or intergovernmental arrangements, e.g. Convention on International Trade in Endangered Fauna and Flora (!CITES), Convention on Migratory Species (!CMS).","","SPRAT","","Citations","2","","Currently Nil.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284443507","BaseUserMapping_333","1304790294","3","SPRAT","1d0ba2f432f258275f34c2cb6b6d63dc"
"TaxonProfile/Definitions.SPRAT_Surveys","Surveys","Observations","An overview of surveys to date and the likelihood of its current known distribution and/or population size being its actual distribution and/or population size.","Has the species been reasonably well surveyed? \r\nProvide an overview of surveys to date and the likelihood of its current known distribution and/or population size being its actual distribution and/or population size. ","","SPRAT","","Distribution","4","","The site and its broad surrounds have been subject of annual surveys for the last 4 years, with seasonal surveys over the preceeding period of 20 years.  Although another yet to be described Arachnorhcis species and other more common Spider Orchids have been recorded during these surveys, the nominated item has only been recorded in the one locality.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1284508505","BaseUserMapping_333","1304790294","4","SPRAT","e48bbc7312a2b54c40d382241298aef6"
"TaxonProfile/Definitions.SPRAT_TaxonomicallyDistinct","Taxonomically distinct","Diagnosis","A measure of how unique a species is relative to other species","Is this species taxonomically distinct (Taxonomic distinctiveness - a measure of how unique a species is relative to other species)?","","SPRAT","","DistinguishingAttributes","3","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1283481872","BaseUserMapping_333","1304790295","5","SPRAT","d94cdea5318a21723e4c8385ab54fe8f"
"TaxonProfile/Definitions.SPRAT_Taxonomy","Taxonomy","","The currently accepted scientific and common name/s for the species","What are the currently accepted scientific and common name/s for the species (please include Indigenous names, where known)?","Note any other scientific names that have been used recently. Note the species authority and the Order and Family to which the species belongs (Family name alone is sufficient for plants, however, both Order and Family name are required for insects).","SPRAT","","Nomenclature","4","","Arachnorchis sp. aff. australis (A. cremna, D.L. Jones, in press)<br/> Arachnorchis cremna D.L.Jones in &#8220;Jones, D.L. (2006), Miscellaneous new species of Australian Orchidaceae&#8221;, Australian Orchid Research 5: 45-111 (in press).<br/>Common name:  Don&#8217;s Spider Orchid","","","","","","","","","","richtext","","","","","","","PaulAlexander","1283481381","BaseUserMapping_333","1304790295","3","SPRAT","7af304634885fd9cfa202de33ceaa743"
"TaxonProfile/Definitions.SPRAT_ThreatAbatementAndRecovery","Threat Abatement and Recovery","","Overview of how broad-scale threats are being abated/could be abated and other recovery actions underway/ proposed. Identify who is undertaking these activities and how successful the activities have been to date.","Give an overview of how broad-scale threats are being abated/could be abated and other recovery actions underway/ proposed. Identify who is undertaking these activities and how successful the activities have been to date.","","SPRAT","","Notes","4","","Roading:  Local Council (Wangaratta Shire) have been made aware of the sites significance, threats associated with Council road works in the area, and agreements reached to preclude any road widening in the key zone.  Department of Sustainability and Environment (DSE) undertaking liaison with Wangaratta Shire<br/>Quarry:  Investigations carried out to determine legality of works (including recent expansion).  DSE liaison with responsible authority (Department of Primary Industries &#8211; DPI) and Wangaratta Shire.  Further works to be subject to an DSE/DPI approved works plan.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1285036294","BaseUserMapping_333","1304790295","3","SPRAT","64fafbf1ae914f1dd7b33f6f6a0bf894"
"TaxonProfile/Definitions.SPRAT_ThreatsActualAndPotential","Threats Actual And Potential","","Identify past, current and future threats, to the species indicating whether they are actual or potential. For each threat, describe: how and where, the effect so far, expected future effect, and relative importance.","Identify past, current and future threats, to the species indicating whether they are actual or potential. For each threat, describe:<br/>a. how and where it impacts on this species; <br/>b. what its effect has been so far (indicate whether it is known or suspected; present supporting information/research; does it only affect certain populations);<br/>c. what is its expected effect in the future (is there supporting research/information; is the threat only suspected; does it only affect certain populations);<br/>d. what is the relative importance or magnitude of the threat to the species.","","SPRAT","","Notes","4","","Roading: a) & b) historical distribution of the species is likely (suspected) to have been negatively affected due to original road construction (plants located immediately on high side of road cutting)\r\na)the area has been subject to recent (2006) road widening activities.  The actual area of cutting supporting the population was fortuitously not widened, however, this site now represents the narrowest section of roadside and may be subject to future widening actions.<br/>Dust generated by roadside vehicle movement has the potential to partially smother plant leafs and accordingly negatively affect photosynthesis and reproductive processes (eg pollination).\r\nQuarry: (within 200m) has been the source of recent road widening/re-surfacing works.  It&#8217;s recent expansion had threatened the area &#8211; but this is now no longer a likely threat.<br/>Illegal collection:\r\nNot currently known to affect the species as the plant / and its location is currently not known to orchid enthusiasts, however, this may change with the forthcoming formal description of the species.\r\nTrampling:<br/>Unintentional trampling by orchid enthusiast (see above) is likely in future &#8211; which may have a significant impact on this small population, particularly given the fragile nature of the steep cutting/slope.<br/>Intensive monitoring (management) of plant life stages also has the potential to advesely affect the microenvironment of the species habitat.<br/>Legal collection: Procurement of seed and or plant material including herbarium specimens (esp. where insufficient material exists due to seasonal conditions)","","","","","","","","","","richtext","","","","","","","PaulAlexander","1285033700","BaseUserMapping_333","1304790296","3","SPRAT","d113036b668ebdb5e13980fddb5d17c4"
"TaxonProfile/Definitions.SPRAT_ThreatsCatastrophic","Threats Catastrophic","","If not included in [SPRAT:ThreatsActualAndPotential], identify catastrophic threats, i.e. threats with a low predictability that are likely to severely affect the species. Identify the threat, explain its likely impact and indicate the likelihood of it occurring (e.g. a drought/cyclone in the area every 100 years).","If not included in [SPRAT:ThreatsActualAndPotential], identify catastrophic threats, i.e. threats with a low predictability that are likely to severely affect the species.  Identify the threat, explain its likely impact and indicate the likelihood of it occurring (e.g. a drought/cyclone in the area every 100 years).","","SPRAT","","Notes","4","","Landslip - low probability<br/>Motor vehicle impact at cutting site - and associated disturbance if heavy salvage equipment involved. - low probability<br/>Wildfire (Medium probability) - may be neutral, negative or positive impact - unknown.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1285033916","BaseUserMapping_333","1304790296","4","SPRAT","c81b3d52455eb24a0db4b39356695d6b"
"TaxonProfile/Definitions.Scats_Distribution","Distribution","","","","Preferred Habitat","Scats","","Distribution","","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1276751742","BaseUserMapping_333","1304790296","2","Scats","5954f33458ea8c5f48b9dc178c1f59cb"
"TaxonProfile/Definitions.Scats_OtherSigns","Other signs","","","","Identifying mammals from skulls, teeth and other bones.","Scats","","Knowledge","","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1276751865","BaseUserMapping_333","1304790296","4","Scats","77acc27060a7b3462637686f7c29eba9"
"TaxonProfile/Definitions.Scats_Scats","Scats","","","","Scat analysis","Scats","","Identification","","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1276751536","BaseUserMapping_333","1304790297","2","Scats","99c9e079715a3e37ccc215606d0c7cf2"
"TaxonProfile/Definitions.Scats_Shelters","Shelters","","","","TermGroup distribution? No, not location related, more identification related.","Scats","","Knowledge","","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1276751652","BaseUserMapping_333","1304790297","4","Scats","2c249425ec5b4454d17b037d2f42f863"
"TaxonProfile/Definitions.Scats_Species","Species","","","","Names","Scats","","Nomenclature","","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1276751678","BaseUserMapping_333","1304790297","2","Scats","4db76ad48388af4dafc1c144ebbd903b"
"TaxonProfile/Definitions.Scats_Tracks","Tracks","","","","where to look, structure of feet, gaits","Scats","","Knowledge","","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1276751503","BaseUserMapping_333","1304790298","4","Scats","1209d5127e58105e7c9c0a75f5d9234f"
"TaxonProfile/Definitions.SeaSlugM_Category","Category","","An indicator of the message topic, such as: Species Identification, General topic, or Discussion.","","Given that the SeaSlugM namespace deals with messages and observations there should be additional thought given to documenting this type of data.","SeaSlugM","","Unplaced","1","","Species ID ","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327292322","PaulAlexander","1327382236","2","SeaSlugM","46d726bfae1eb6349aac77504d6b5e6c"
"TaxonProfile/Definitions.SeaSlugM_Reply","Reply","","The message ID that is being replied to.","If a message mealy refers to a message use SeaSlug_InReplyTo","This message ID is auto-generated for example, when a forum contributor responds to a guest image submission or request for information. ","SeaSlugM","","Unplaced","1","SeaSlug_InReplyTo","19544 ","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327290745","PaulAlexander","1327382240","2","SeaSlugM","3621da2ac8432f03c93f581938effb8f"
"TaxonProfile/Definitions.SeaSlug_Author","Author","Authority","The name and date for the author and year of publication of the original description of the taxon.","","","SeaSlug","","Nomenclature","1","","Linnaeus, 1761","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327277554%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327277554","1","SeaSlug","2a00b9972ea85bcb80efda0dd2ce51f2"
"TaxonProfile/Definitions.SeaSlug_AuthorshipDetails","Authorship details","","Information and discussion of the **authorship details** of the taxon factsheet.","","","SeaSlug","","Citations","1","","Rudman, W.B., 1999 (September 29) <em>Aplysia depilans</em> Gmelin, 1791. <em>[In] Sea Slug Forum.</em> Australian Museum, Sydney. Available from http://www.seaslugforum.net/","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297058457","BaseUserMapping_333","1304790298","2","SeaSlug","f40e97572b1031636f376440eb9c2004"
"TaxonProfile/Definitions.SeaSlug_BodyText","Description","","Information and discussion of the morphological characteristics of the taxon.","","","SeaSlug","","Knowledge","1","","Grows to about 30cm. Brown to greenish-brown with blotches of white, yellow or grey, often with blackish veining (see lower photo). The parapodial lobes are joined rather high posteriorly and the foot often forms a temporary sucker. Mediterranean animals are reported to swim.  Produces both white and purple secretions when disturbed.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297058180","PaulAlexander","1327277583","4","SeaSlug","485710600863b17210e9c6af5f73fd5f"
"TaxonProfile/Definitions.SeaSlug_Caption","Caption","","A comment or annotation of an image or photo.","","","SeaSlug","","Illustration","1","","!UPPER: Kunduchi Beach, Dar es Salaam, Tanzania, July 1973. !LOWER: Shells, Roebuck Bay, Broome, NW Australia on sandy mudflats, October 1972, AM C46379, 19mm high. !PHOTOS: Bill Rudman","","","","","","","","","","richtext","","","","","","","PaulAlexander","1302219478","BaseUserMapping_333","1304790300","2","SeaSlug","2d391dd1453e912df227876aaf1a7150"
"TaxonProfile/Definitions.SeaSlug_CiteName","Cite name","Profile author","The form of the profile author name used in the profile citation.","","Profile author","SeaSlug","","ProfileMetadata","1","","Rudman, W.B.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327279822","PaulAlexander","1327382314","2","SeaSlug","4070ca88825d29fd10bdda13ef254f68"
"TaxonProfile/Definitions.SeaSlug_CiteSwitch","Cite switch","","An indicator for the rendering of the citation, display the citation or not. ","","","SeaSlug","","Status","1","","False","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327278857%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327278857","1","SeaSlug","7ae02c4b1856c39888e6d57c309241d2"
"TaxonProfile/Definitions.SeaSlug_Class","Class","","The class to which the taxon has been allocated","","","SeaSlug","","Nomenclature","1","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327279530","PaulAlexander","1327382366","2","SeaSlug","71b18ec760e2714a009573ccb766c4c0"
"TaxonProfile/Definitions.SeaSlug_Display","Display","","An indicator or flag of the profiles readiness for publication, or intention to hide from public view.","","","SeaSlug","","ProfileMetadata","1","","TRUE","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327280396","PaulAlexander","1327382350","2","SeaSlug","9e11f4b9f9a848bc3c1c8a6283ddea85"
"TaxonProfile/Definitions.SeaSlug_Distribution","Distribution","","Information and discussion about the **distribution** of the taxon. ","","","SeaSlug","","Distribution","1","","SW British Isles, Atlantic coast of France to Mediterranean, West Africa.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297057606","BaseUserMapping_333","1304790301","2","SeaSlug","6692f62251e04129fe10961e30815bda"
"TaxonProfile/Definitions.SeaSlug_Family","Family","","The family to which this taxon has been allocated","","","SeaSlug","","Nomenclature","1","","Acteonidae","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327279224%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327279224","1","SeaSlug","7dd6bb2b0151e65b4ec6b36f2c89ed1a"
"TaxonProfile/Definitions.SeaSlug_GenusAbbr","Genus abbr","Genus abbreviation","A commonly used short abbreviation for the genus part of the binomial (SeaSlug_Species)","","GenusAbbr corresponding to the binomial Aeolidia papillosa is 'A'","SeaSlug","","Nomenclature","1","SeaSlug_GenusPart ","A","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327277216%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327277216","1","SeaSlug","ea29548a7e45a9cbe945acff12040009"
"TaxonProfile/Definitions.SeaSlug_GenusPart","Genus part","","The part of the binomial that is the genus.","","The value in this field is used to render tree representations of related taxa.","SeaSlug","","Nomenclature","1","SeaSlug_GenusAbbr - Genus abbreviation of Aeolidia papillosa is 'A'","Aeolidia","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327277202%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327277202","1","SeaSlug","9e5297d2d2fdabe0c38ab95689bbe4c3"
"TaxonProfile/Definitions.SeaSlug_HigherClassification","Higher classification","Higher taxa","Information and discussion of **higher classifications** of the taxon","","","SeaSlug","","Nomenclature","1","","<p class=""taxa""><strong>Order:</strong> ANASPIDEA<br/><strong>Superfamily:</strong>APLYSIOIDEA<br/>\t\t\t<strong>Family:</strong> Aplysiidae<br/></p>","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297057489","BaseUserMapping_333","1304790305","2","SeaSlug","680a16bcd8ab124fd351a82b221c12ed"
"TaxonProfile/Definitions.SeaSlug_ImageList","Image list","","A list of representative images of the taxon.  ","","Images are attached to image topics ","SeaSlug","","Illustration","1","","G2570-2, G2570","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327279292%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327279292","1","SeaSlug","4e6d27ada77c01a42eec51eab822ef24"
"TaxonProfile/Definitions.SeaSlug_LegacyBase","Legacy base","","A legacy string identifier for the profile.","","The string input mask for the base is the first four letters of the genus followed by the first four letters of the species, all lowercase cha","SeaSlug","","Unplaced","1","","aeolpapi","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327279715","PaulAlexander","1327382356","2","SeaSlug","250b7febb7797ab4304bcc37c96dc481"
"TaxonProfile/Definitions.SeaSlug_LegacyCiteDate","Legacy cite date","","The date corresponding to the publication date of the profile.","","The profile was previously stored on a different system to the current system and has since been transferred, and the date of original publication is preserved here.  Although the date is preserved, the format may have been transformed in to and stored in a generic/standard format. (e.g. yyyy-mm-dd)   ","SeaSlug","","ProfileMetadata","1","","1999-08-08","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327280283","PaulAlexander","1327382392","2","SeaSlug","9fb80770b816d030248abfd635d65bee"
"TaxonProfile/Definitions.SeaSlug_LegacyID","Legacy ID","","The row identifier that this topic was assigned prior to it being imported in to the wiki. ","","","SeaSlug","","ProfileMetadata","1","","597","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327277508%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327277508","1","SeaSlug","dcdcf919a2a20a746fedc42782932ec6"
"TaxonProfile/Definitions.SeaSlug_LegacyUID","Legacy UID","","An auto generated, 32 character (plus 3 hyphens), unique identifier for the profile which has been preserved, and transferred from a earlier system.   ","","The purpose and use of this identifier must be clarified.","SeaSlug","","Unplaced","1","","35123644-D20B-017D-8AC365B3B32F768A","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327280652","PaulAlexander","1327382399","2","SeaSlug","80d2f9051fa8b8454715e19a114cf9f8"
"TaxonProfile/Definitions.SeaSlug_NameUncertain","Name uncertain","","When the name of the taxon is under discussion or is uncertain this field in set to True.","","","SeaSlug","","Nomenclature","1","SeaSlug_Species","FALSE","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327277576%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327277576","1","SeaSlug","26fa4f665f51db7e27909c73eb8b5cbf"
"TaxonProfile/Definitions.SeaSlug_Order","Order","","The order to which the taxon has been assigned","","","SeaSlug","","Nomenclature","1","","NUDIBRANCHIA","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327279202%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327279202","1","SeaSlug","c927e21013972a1386f8db34f3b2a718"
"TaxonProfile/Definitions.SeaSlug_Photo","Photo","Image","An image of the taxon.","","","SeaSlug","","Illustration","1","","http://www.seaslugforum.net/images/g1083a.jpg","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297057965","BaseUserMapping_666","1321600592","22","SeaSlug","46d8c0058712397e3cdd8d805ce43faa"
"TaxonProfile/Definitions.SeaSlug_Phylum","Phylum","","The phylum to which this taxon has been allocated","","","SeaSlug","","Nomenclature","1","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327279301%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327279301","1","SeaSlug","2dd4c15fac006790da13c6e0b5235cef"
"TaxonProfile/Definitions.SeaSlug_Redetermination","Redetermination","","When the genus of this taxon has changed from its original value this field is set to 'true'. ","","","SeaSlug","","Nomenclature","1","","TRUE","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327277573%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327277573","1","SeaSlug","7620a434e2d8c6cb12eb7b3aefc9092f"
"TaxonProfile/Definitions.SeaSlug_Reference","Reference","","Information on the citation of the work that the taxon profile was sourced.","","","SeaSlug","","Citations","1","","Thompson, T.E. & Brown, G.H. (1984) Biology of Opisthobranch Molluscs, Vol 2. Ray Society: London.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297058302","BaseUserMapping_333","1304790306","2","SeaSlug","d11d8229b7133b15cb40ca4c579b2856"
"TaxonProfile/Definitions.SeaSlug_RelatedMessages","Related messages","","Further information and discussion of the taxon.","","","SeaSlug","","Knowledge","1","","<p>I don't want to set myself up as an expert on Eurpean sea hares, as photos can be misleading, but I suspect this is <em><a href=""/find/aplydepi"">A. depilans</a></em> rather than <em>A. fasciata</em>. Both can have white blotches on their body but <em>A. depilans</em> also has the dark lines formed in a reticulate pattern.</p><p>More importantly, if you look at the photo alongside you can see that the two parapodia form quite a high wall in the posterior midline</p><p>Best wishes,<br/>Bill Rudman</p>","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297058698","BaseUserMapping_333","1304790308","2","SeaSlug","6e821c934344c3d342b23c35ddc63c99"
"TaxonProfile/Definitions.SeaSlug_RelatedTaxa","Related taxa","","Topics that have some relation to the taxon","","","SeaSlug","","Knowledge","1","","","","","","","","","","","","richtext","","","","","","","PaulAlexander","1327279442%0a%20%20%20%20%20%20%20%20%20old%3d%22%24quot%22%0a%20%20%20%20%20%20%20%20%20new%3d%22%24quot%24quot%22","PaulAlexander","1327279442","1","SeaSlug","45b615502213c5745ed4e602f3c782d5"
