"Topic","Source","SourceRev","SourcePermaID","Relationship","RelationshipRev","RelationshipPermaID","Destination","DestinationRev","DestinationPermaID","Notes","HappinessIndex","META:CREATEINFO.author","META:CREATEINFO.date","info.author","info.date","info.version","parent.name","preferences[name='PERM_ID_MD5'].value"
"TaxonProfile/Relationships.Relationship346","TaxonProfile/Definitions.FungiA_Host","3","7807fee4a53ce6f2efff3e033607cf57","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Host","1","1a59f4b6b25821f9e7bbcccbaca5907c"," Might also be WC:Family "," 2 ","BaseUserMapping_333","1295834057","BaseUserMapping_333","1304790666","2","","25f288ecb0adbf1f1072666d6a685997"
"TaxonProfile/Relationships.Relationship347","TaxonProfile/Definitions.FungiA_HostSpecimen","3","b7166e159450244e0c055124246f86b3","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_HostSpecimens","3","db83746970044bad6a346e025d4454cf"," "," 1 ","BaseUserMapping_333","1295834057","BaseUserMapping_333","1304790666","2","","b3fa3b83b850e9996e0c6b615c149942"
"TaxonProfile/Relationships.Relationship348","TaxonProfile/Definitions.FungiA_Illustration","1","deb968b585dea606cc671d10526a0efa","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Illustration","13","fbfd4e1a827f01ad45414663e73390bd"," "," 1 ","BaseUserMapping_333","1295834057","BaseUserMapping_333","1304790667","2","","cfee81d8a355ed948c792e75d53732dc"
"TaxonProfile/Relationships.Relationship349","TaxonProfile/Definitions.FungiA_Name","2","99facacc41bb6b38c0cbd89d1decd412","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_FullScientificNameAndAuthority","4","e0bea236628c23ee9e510d2be1abf73f"," "," 5 ","BaseUserMapping_333","1295834057","BaseUserMapping_333","1304790667","2","","7ed4aa51614d5173f2a7fea07fdd2b12"
"TaxonProfile/Relationships.Relationship35","TaxonProfile/Definitions.AustBirds_EnglishName","2","ec6a8f0cb7de5314ed4e5986e64af866","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_PopularCommonName","4","0e0cc3071219a4cdfa7409f5893443e8"," Was included in the termbasis for WC:PopularCommonName "," 5 ","BaseUserMapping_333","1295834023","BaseUserMapping_333","1304790667","2","","1d50599545aed79c2fd653068d33b3c1"
"TaxonProfile/Relationships.Relationship350","TaxonProfile/Definitions.FungiA_Name","2","99facacc41bb6b38c0cbd89d1decd412","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_TaxonNameCitation","4","1a4fa48e88172aa58cc0901dfd054809"," New relationship created by Main.PaulAlexander "," 1 ","BaseUserMapping_333","1295834057","BaseUserMapping_333","1304790667","2","","0a4052b1d3abe72343937a3dc81a63e4"
"TaxonProfile/Relationships.Relationship351","TaxonProfile/Definitions.FungiA_SpecimensExamined","1","c851c7a7f3315e1a44847c5d5d8e8d01","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_HostSpecimens","3","db83746970044bad6a346e025d4454cf"," "," 1 ","BaseUserMapping_333","1295834058","BaseUserMapping_333","1304790667","2","","9e374aa742e6d607c972f90687fefa29"
"TaxonProfile/Relationships.Relationship352","TaxonProfile/Definitions.FungiA_Type","3","8d8315aaa62977cb8a632e697a12b9d9","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_TypeSpecimen","6","a3b7cf9c93c9fc2e14c8ae121f5552ce"," "," 1 ","BaseUserMapping_333","1295834058","BaseUserMapping_333","1304790668","2","","49b723683919abd80953d033c3f81c42"
"TaxonProfile/Relationships.Relationship353","TaxonProfile/Definitions.FungiDU_Cap","4","520eb51ac443c7898ddc1e4856903b92","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834058","BaseUserMapping_333","1304790668","2","","dbb229c42fc55ae24e1d0567ff3cbd8a"
"TaxonProfile/Relationships.Relationship354","TaxonProfile/Definitions.FungiDU_Description","5","5265d36987bbd4e48db42d5025f94ba9","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834058","BaseUserMapping_333","1304790668","2","","02c7fa9f6fa5e5be5192a540d2fc700a"
"TaxonProfile/Relationships.Relationship355","TaxonProfile/Definitions.FungiDU_Comments","3","6199b1454a991cb19f24a8beae92e69e","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Comment","22","850d77a6461ebf0e57377327e3202fb5"," "," 1 ","BaseUserMapping_333","1295834058","BaseUserMapping_333","1304790668","2","","7f669ac33dd6fe86792d92dbef299dbb"
"TaxonProfile/Relationships.Relationship356","TaxonProfile/Definitions.FungiDU_Habitat","4","59c7e3baec43045e2b5de79794ea9cfc","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Habitat","13","a8ae5ce291395a0c1a82d4bd1055b072"," "," 1 ","BaseUserMapping_333","1295834058","BaseUserMapping_333","1304790668","2","","4f0c77a838acfce9a1cc92a1762b93d0"
"TaxonProfile/Relationships.Relationship357","TaxonProfile/Definitions.FungiDU_Head","3","f711bba5ea46d399c794da9f2fef576a","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834058","BaseUserMapping_333","1304790669","2","","7b19d4770df5930e86f3e7d526b8268b"
"TaxonProfile/Relationships.Relationship358","TaxonProfile/Definitions.FungiDU_Gills","3","65b81ba19cae1ae2e076982236f4d578","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834058","BaseUserMapping_333","1304790669","2","","8af4c395ce6df795e8e32afce328f887"
"TaxonProfile/Relationships.Relationship359","TaxonProfile/Definitions.FungiDU_FruitBody","5","54e9aca18eca5d82283e179516083115","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790669","2","","f0a1ef5ed69e4b0e5ff65d2959158180"
"TaxonProfile/Relationships.Relationship36","TaxonProfile/Definitions.AustBirds_Family","2","c0e62b176c74cd7c9272dde6383cc886","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Phylogeny","10","d6c76327b922947f4cf21be8bd1c5757"," "," 4 ","BaseUserMapping_333","1295834023","BaseUserMapping_333","1304790669","2","","3bc6be01c5c1c2ceb892c636090b3f9e"
"TaxonProfile/Relationships.Relationship360","TaxonProfile/Definitions.FungiDU_Smell","5","4ba92333ba9e7b5e82a189a68711db9f","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Characteristics","3","5e643835cd55f79df4664d7c9c57a850"," "," 1 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790669","2","","d6dcbc784dd157645b2b10e70ae8e82e"
"TaxonProfile/Relationships.Relationship361","TaxonProfile/Definitions.FungiDU_SporePrint","7","a9fb816121fe9b4903e66ea1311b54e3","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Identification","13","c8357511d7e2708856661f964f9972ba"," "," 3 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790670","2","","6ad35373d11bbbb290f68d4137f6ef1c"
"TaxonProfile/Relationships.Relationship362","TaxonProfile/Definitions.FungiDU_Stem","5","59931f18d980c060025b02cbb43675c4","DCTerms_IsPartOf","1","ed5e1f04f50ed997aea0c302a98e7fd0","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790670","2","","3b74929bb3e067b1930c5aa88bdfeb71"
"TaxonProfile/Relationships.Relationship363","TaxonProfile/Definitions.FungiDU_Substrate","5","19c7700f7de3a8c64bc5b8e250bf15f0","DCTerms_IsPartOf","1","ed5e1f04f50ed997aea0c302a98e7fd0","TaxonProfile/Definitions.WC_Habitat","13","a8ae5ce291395a0c1a82d4bd1055b072"," "," 3 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790670","2","","4f9bebaa0c463a07dd10302a7f3349b0"
"TaxonProfile/Relationships.Relationship364","TaxonProfile/Definitions.FungiDU_LookAlikes","4","d4a73908356e46449d6e1a2b742b9ec1","SKOS_BroadMatch","1","13791323e1e1e6e1743ad5457ede138c","TaxonProfile/Definitions.WC_AssociatedSpecies","14","5c9e8b60a477900e22a3cb543aecd059"," "," 2 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790670","2","","4df9091aec9eb05d5959f2f2c4861a2f"
"TaxonProfile/Relationships.Relationship365","TaxonProfile/Definitions.FungiDU_CommonName","2","d9b9c6b40986ca37f5e0aaa146b1fbe3","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_AcceptedCommonName","4","58fa56478b1a3f43b7fdcaf99d1ee135"," "," 1 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790670","2","","d7e42d84c3fad9edefc08dbf9fe32e29"
"TaxonProfile/Relationships.Relationship366","TaxonProfile/Definitions.FungiDU_CommonName","2","d9b9c6b40986ca37f5e0aaa146b1fbe3","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_AssignedCommonName","2","82d3559266e9c61ceffb59814d04c514"," "," 1 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790671","2","","108a5111e4bedd91b0fb73d0a2dad2eb"
"TaxonProfile/Relationships.Relationship367","TaxonProfile/Definitions.FungiDU_DistributionMap","4","3b6e9a1587736ec672020e5cb0c6df11","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_DistributionMap","3","c521de22d5cb726192aa70c05cfab831"," "," 1 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790671","2","","50fcdf1d983b35dcb09c24a6865e073e"
"TaxonProfile/Relationships.Relationship368","TaxonProfile/Definitions.FungiDU_Family","1","5ad572b2f098fbd2f514d84f3d63b2dc","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Family","5","d4126e8b6a31e940ae9d31734e67746a"," "," 1 ","BaseUserMapping_333","1295834059","BaseUserMapping_333","1304790671","2","","ed0648467a91aa8c912fa9b78b348ffc"
"TaxonProfile/Relationships.Relationship369","TaxonProfile/Definitions.FungiDU_Habit","5","d22183039ebe008d7a4e10300acb214e","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790671","2","","797d4fccb245448cbab72603d9f82123"
"TaxonProfile/Relationships.Relationship37","TaxonProfile/Definitions.AustBirds_Identification","2","ef35158f9de9bbde69429915d963c384","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834023","BaseUserMapping_333","1304790671","2","","6b4535c20081bea11352abe885f88dfe"
"TaxonProfile/Relationships.Relationship370","TaxonProfile/Definitions.FungiDU_Images","6","d8f88508ed3fa2ddf3729710b1b9e9fc","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Image","14","e9c53d6a38e718339b054df22435340c"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790672","2","","54c84775df2a76f5187765c001412170"
"TaxonProfile/Relationships.Relationship371","TaxonProfile/Definitions.FungiDU_ScientificName","2","3edb30b2d0df9ee865963a1d5db4d660","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_ScientificName","9","7a514be68aca0d74887ee499b874f80e"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790672","2","","533139574633833f1df8e9d6030d80de"
"TaxonProfile/Relationships.Relationship372","TaxonProfile/Definitions.FungiDU_ScientificName","2","3edb30b2d0df9ee865963a1d5db4d660","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_TaxonName","14","488490ae568513d08bb4fab5c861a1a7"," "," 5 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790672","2","","e838f102bb41dabee729f8994869f2fd"
"TaxonProfile/Relationships.Relationship373","TaxonProfile/Definitions.FungiDU_MajorGroups","4","ea90da1ad64fce4158a5e3822ae89526","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Classification","7","bf2de180bae6ad0f89beeb041d3b5de6"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790672","2","","97006e664298f233cd75903fa4d4fd0a"
"TaxonProfile/Relationships.Relationship374","TaxonProfile/Definitions.GISIN_SpeciesStatus","1","3465dfab793af8589e6be9a71d9849c9","SKOS_BroadMatch","1","13791323e1e1e6e1743ad5457ede138c","TaxonProfile/Definitions.WC_Endemicity","3","b5b6244019380ea91db4dc4f8fa8dca8"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790672","2","","c1280963ef1f922654364f2a266df324"
"TaxonProfile/Relationships.Relationship375","TaxonProfile/Definitions.Grevillea_Cultivation","1","e37113c043438c1e704b42b121ce50f6","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Cultivation","5","c343665372cd210415f23e9402185174"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790673","2","","af56cb45629a8886e275013dab5be12c"
"TaxonProfile/Relationships.Relationship376","TaxonProfile/Definitions.Grevillea_ConservationStatus","1","c4338872595847f50c42a15ccf4c9275","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_ConservationStatus","2","6127137b4e25468ad26df31083e1d095"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790673","2","","0839d1d093f133a369f05344bc94ca7c"
"TaxonProfile/Relationships.Relationship377","TaxonProfile/Definitions.Grevillea_Distribution","1","e7f884b8ec8cdee59b12a44e6ad44adb","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Distribution","4","8997182f0d7d40d9c769011eda953f9d"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790673","2","","a05d6e7bd1d5b1db06830fca4bfb5a6f"
"TaxonProfile/Relationships.Relationship378","TaxonProfile/Definitions.Grevillea_Ecology","1","b060c7a872188874934e2de485344bc3","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Ecology","4","28ad9340328af04f59f8e5c39091d217"," "," 1 ","BaseUserMapping_333","1295834060","BaseUserMapping_333","1304790673","2","","52487485b5132999432b1b3f2a9a80ce"
"TaxonProfile/Relationships.Relationship379","TaxonProfile/Definitions.Grevillea_GeneralComments","1","dd970f42c48b7a3d09aecef4c4898464","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Remarks","5","7c68f7de59228a0a784db76f25a67a35"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790673","2","","918b7553dd392da13e574cc874ab319d"
"TaxonProfile/Relationships.Relationship38","TaxonProfile/Definitions.AustBirds_Nesting","3","df5c4b2eabb4bf2041696cedb427e7fc","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_NestingBehaviour","1","9c9418090340b206efecb2abf83b0421"," "," 1 ","BaseUserMapping_333","1295834023","BaseUserMapping_333","1304790674","2","","393939ee937377d7012bee0e4999c30d"
"TaxonProfile/Relationships.Relationship380","TaxonProfile/Definitions.Grevillea_HorticulturalFeatures","1","d193519854adf89db91f84966921365a","SKOS_BroadMatch","1","13791323e1e1e6e1743ad5457ede138c","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790674","2","","2bcfec166ae5e6958b9174c7d9ff60af"
"TaxonProfile/Relationships.Relationship381","TaxonProfile/Definitions.Grevillea_Hybrids","1","39bbc9092cba516b402e93bb8789c973","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_HybridName","3","417ab6f2c802f11d1584dbcd9dd550ed"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790674","2","","53885a896e4d7b2e0bfdf4b6de2fe38e"
"TaxonProfile/Relationships.Relationship382","TaxonProfile/Definitions.Grevillea_MajorDistinguishingFeatures","1","4bcca9984943249cfb8df635ca84fc3d","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_DistinguishingFeatures","5","d8fc6a86eab9b037d670fd4f9ff65fa5"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790674","2","","731ad2aa49cde2c329e6b9055165cd6d"
"TaxonProfile/Relationships.Relationship383","TaxonProfile/Definitions.Grevillea_Propagation","1","e3e543e804576dcb23e9677bfcb98bf7","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Cultivation","5","c343665372cd210415f23e9402185174"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790674","2","","2b239e70d58f1e0ed1b50f046bbf65e1"
"TaxonProfile/Relationships.Relationship384","TaxonProfile/Definitions.Grevillea_RelatedOrConfusingSpecies","1","ba087bac0d504a5d7f65bcacdb5cb2f1","SKOS_BroadMatch","1","13791323e1e1e6e1743ad5457ede138c","TaxonProfile/Definitions.WC_Identification","13","c8357511d7e2708856661f964f9972ba"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790675","2","","0159829db3301eb565d7ffe891d2b0bd"
"TaxonProfile/Relationships.Relationship385","TaxonProfile/Definitions.Grevillea_Uses","1","992c785f33ddfb03ffaa90b7046c923b","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Uses","5","327c0ac4314bc6b00e944ed3be2d2945"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790675","2","","9432f199f259f98ab0922349af4bb697"
"TaxonProfile/Relationships.Relationship386","TaxonProfile/Definitions.Grevillea_Variation","1","b8295ee43a9d566ed5dd126caa583bb0","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Variation","4","9b81f9a5e8a0382951f9381435abd6ff"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790675","2","","e7d6f10d4c9087cce96ac9d3e849f52f"
"TaxonProfile/Relationships.Relationship387","TaxonProfile/Definitions.Mammals_Abundance","4","f45019cb2f16dcad7f7f423918cb1671","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Abundance","2","415544d2a44f21052bc9feedb6bddfb4"," "," 1 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790675","2","","aaa45205df68767e84d0ad44d4e10f29"
"TaxonProfile/Relationships.Relationship388","TaxonProfile/Definitions.Mammals_CommonNames","4","83d9854ebed6538ea598bcb8c645e3fc","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_OtherCommonNames","2","0fff1e08bb7e6d0c3082265d58b988c8"," New relationship created by Main.PaulAlexander "," 2 ","BaseUserMapping_333","1295834061","BaseUserMapping_333","1304790675","2","","b43ce3351b973c41ff1adf109274190a"
"TaxonProfile/Relationships.Relationship389","TaxonProfile/Definitions.Mammals_CommonNames","4","83d9854ebed6538ea598bcb8c645e3fc","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_PopularCommonName","4","0e0cc3071219a4cdfa7409f5893443e8"," "," 5 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790676","2","","71dd03bf9e36ff3428b493c70bba41af"
"TaxonProfile/Relationships.Relationship39","TaxonProfile/Definitions.AustBirds_OtherNames","2","424ce44fe49da151f05304c056b6b68c","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_AlternativeCommonNames","5","2ecf4661c70e2803a700a7df70fb54a8"," "," 5 ","BaseUserMapping_333","1295834023","BaseUserMapping_333","1304790676","2","","1575505ffa698d46af89560d967b2690"
"TaxonProfile/Relationships.Relationship390","TaxonProfile/Definitions.Mammals_Behaviour","1","b862ef4bebf764fe93e4b51015dea14f","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Behaviour","12","54dc18a08c200c333326a4575dfa63ee"," "," 1 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790676","2","","bc4746f612e6875d7912ed40550ccb3c"
"TaxonProfile/Relationships.Relationship391","TaxonProfile/Definitions.Mammals_ConservationStatus","3","df3fff7837e178af7f72bcae5f2f82c0","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_ConservationStatus","2","6127137b4e25468ad26df31083e1d095"," "," 1 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790676","2","","9e097da6adf0067aeafbec72acc878c7"
"TaxonProfile/Relationships.Relationship392","TaxonProfile/Definitions.Mammals_Diet","2","2c841f0c9058d3441fbd4c24065241a5","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Diet","3","5be51fde34fce622e88aec05d43e66f9"," "," 1 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790676","2","","402494aaf067d54ba6ff891b224ba6a4"
"TaxonProfile/Relationships.Relationship393","TaxonProfile/Definitions.Mammals_Distribution","2","fedf7fbadd23979fcc02eeb904064950","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Distribution","4","8997182f0d7d40d9c769011eda953f9d"," "," 1 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790677","2","","dc2dd32e3c949da290a9f5edc2f6508c"
"TaxonProfile/Relationships.Relationship394","TaxonProfile/Definitions.Mammals_DistributionMaps","2","a498b8c99b81bfb8a1ed2f6ca7396863","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_DistributionMap","3","c521de22d5cb726192aa70c05cfab831"," "," 1 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790677","2","","d5a436119e73a0bbf4b4a2c37fc020dc"
"TaxonProfile/Relationships.Relationship395","TaxonProfile/Definitions.Mammals_ExtralimitalDistribution","2","4ef63fae1e6d83993696f4998bd21d71","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_ExtralimitalDistribution","3","1f2bb0ac8301c497bddd8e9d0f1e521c"," "," 1 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790677","2","","fdeed9af93a42c17688098eaf0a7cb84"
"TaxonProfile/Relationships.Relationship396","TaxonProfile/Definitions.Mammals_Habitat","2","e79d5c57331bac8bff6ea3c4b1ec2523","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Habitat","13","a8ae5ce291395a0c1a82d4bd1055b072"," "," 1 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790677","2","","469b091238f235cc29123b1632a46061"
"TaxonProfile/Relationships.Relationship397","TaxonProfile/Definitions.Mammals_Identification","2","91c06cbb87a20ce23cbb0c8b3fa362c7","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Identification","13","c8357511d7e2708856661f964f9972ba"," "," 1 ","BaseUserMapping_333","1295834062","BaseUserMapping_333","1304790677","2","","12d0b1c0c2b91edb74b5a38558600046"
"TaxonProfile/Relationships.Relationship398","TaxonProfile/Definitions.Mammals_LifeHistory","1","6f8cde4e5a8b5722625ea6f47da00f98","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_LifeHistory","11","128b07a1c3076c92e2977c33a19051bf"," "," 1 ","BaseUserMapping_333","1295834063","BaseUserMapping_333","1304790677","2","","66fa6fbd495bb2328a2e934a31602778"
"TaxonProfile/Relationships.Relationship399","TaxonProfile/Definitions.Mammals_Name","2","5a3a63374db0332f2adc818c6b6dec13","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Name","2","d971a9c0819407ccc56a051160f2efc1"," "," 2 ","BaseUserMapping_333","1295834063","BaseUserMapping_333","1304790678","2","","ab044e4e6f0d461593327c4fc1237966"
"TaxonProfile/Relationships.Relationship4","TaxonProfile/Definitions.AntsDC_Description","8","5ae3e1cafc54ba60147b9f945a957c98","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_FormMorphology","2","d9ba33b0230445dafff57f686c8a1de9"," "," 1 ","BaseUserMapping_333","1295834020","BaseUserMapping_333","1304790678","2","","b1c1e9236eee8e96d9b1a75298254132"
"TaxonProfile/Relationships.Relationship40","TaxonProfile/Definitions.AustBirds_OtherNames","2","424ce44fe49da151f05304c056b6b68c","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_OtherCommonNames","2","0fff1e08bb7e6d0c3082265d58b988c8"," "," 4 ","BaseUserMapping_333","1295834024","BaseUserMapping_333","1304790678","2","","f5f2ef5496952e8daa7772d37e2efc44"
"TaxonProfile/Relationships.Relationship400","TaxonProfile/Definitions.Mammals_RecentSynonyms","2","0081005194683a765c68f1c297f74bf8","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Synonym","7","7ca9ec956c393e9c379d78db92f85898"," "," 2 ","BaseUserMapping_333","1295834063","BaseUserMapping_333","1304790678","2","","c4a80da2b53e01394f487ee508593cb3"
"TaxonProfile/Relationships.Relationship401","TaxonProfile/Definitions.Mammals_Remarks","2","002f5688e39411ef6b35c00770613679","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_Remarks","5","7c68f7de59228a0a784db76f25a67a35"," "," 1 ","BaseUserMapping_333","1295834063","BaseUserMapping_333","1304790679","2","","0fb6195ea32c68793bbd20c3799560c6"
